monthly_availability,projected_monthly_income,room_types
26,5970,apartment
0,6000,apartment
0,2550,room
15,8250,apartment
28,23250,apartment
30,8250,apartment
29,3600,apartment
10,2070,apartment
13,4620,apartment
8,7650,apartment
5,11850,apartment
8,7650,apartment
10,3600,room
24,18000,apartment
28,13500,apartment
0,2250,room
21,1740,room
26,54000,apartment
14,2100,room
0,1200,room
0,3450,room
0,1500,room
15,1230,apartment
24,21750,apartment
0,5700,apartment
0,3000,room
0,3000,apartment
26,15300,apartment
0,2100,room
6,3450,apartment
0,1740,room
6,5850,apartment
5,3870,apartment
23,2370,apartment
0,4500,apartment
6,4770,room
6,5670,room
0,4800,apartment
28,4350,apartment
2,3150,apartment
27,4050,apartment
27,8970,apartment
0,3000,apartment
5,2070,apartment
9,6000,apartment
3,9840,apartment
14,810,room
25,10500,apartment
25,4170,apartment
18,3600,apartment
25,26850,apartment
7,4800,apartment
4,5070,apartment
29,2940,apartment
26,3750,apartment
27,660,room
14,3750,room
26,7200,apartment
27,9000,apartment
15,28500,apartment
1,6900,apartment
11,4500,apartment
0,1500,room
13,5940,apartment
3,2940,apartment
0,1650,room
0,12840,apartment
0,1650,room
24,2070,apartment
0,2250,room
14,2700,apartment
18,18810,apartment
28,9750,apartment
13,8940,apartment
18,10500,apartment
24,7650,apartment
26,3330,apartment
13,2640,apartment
7,37500,room
0,1740,room
3,3840,apartment
25,1350,room
0,1950,room
25,5370,apartment
0,3870,apartment
1,1800,apartment
7,6750,apartment
10,3150,apartment
0,2100,room
0,1830,apartment
3,7170,apartment
7,2970,room
26,8970,apartment
18,6240,apartment
0,3000,apartment
7,1470,room
7,1380,room
7,1440,room
7,1590,room
5,3270,room
1,2400,apartment
2,1140,room
9,2100,apartment
5,930,room
22,11970,apartment
16,6750,apartment
0,2550,apartment
9,8100,apartment
14,7200,apartment
8,7200,apartment
8,7200,apartment
7,4770,apartment
13,4770,apartment
0,1800,room
19,7050,apartment
0,2250,room
24,5970,apartment
5,11850,apartment
7,7500,apartment
14,2850,room
24,3570,apartment
14,4500,apartment
5,8970,apartment
28,7470,apartment
5,9750,apartment
0,2400,apartment
0,3000,apartment
22,2250,apartment
14,2370,apartment
18,6750,apartment
19,4350,apartment
0,990,room
27,3000,apartment
0,2970,apartment
14,1320,apartment
29,2370,apartment
0,870,room
5,3870,apartment
5,2670,apartment
24,8400,apartment
25,8250,apartment
28,2970,apartment
28,6900,apartment
0,5850,apartment
30,3000,apartment
28,8670,apartment
26,15000,apartment
0,1020,room
23,1050,room
21,13500,apartment
0,7500,apartment
14,1950,apartment
26,1770,room
0,2550,room
5,3600,room
27,5280,apartment
25,2850,apartment
5,3450,apartment
0,840,room
0,2250,apartment
28,3420,apartment
11,9900,apartment
13,8970,room
6,5970,room
0,1500,room
25,4020,apartment
24,1380,room
0,3450,apartment
27,2250,apartment
0,12000,apartment
0,1950,room
29,4650,apartment
28,6000,apartment
0,2700,apartment
0,3060,apartment
2,2400,apartment
0,1650,room
0,2700,room
0,2250,apartment
0,3600,apartment
15,4770,apartment
27,13470,apartment
0,29970,apartment
24,8970,apartment
13,5970,apartment
8,4770,apartment
17,7200,apartment
8,7200,apartment
15,7200,apartment
13,2970,apartment
20,5400,apartment
27,8970,apartment
26,14850,apartment
1,13500,apartment
3,990,room
0,1260,room
26,2250,apartment
6,2700,apartment
0,2670,apartment
13,4350,apartment
30,45000,apartment
0,2100,room
28,11340,apartment
2,5970,apartment
1,2820,apartment
0,2820,apartment
28,5070,apartment
17,4950,apartment
13,4950,apartment
8,4950,apartment
15,4950,apartment
14,9900,apartment
26,5670,apartment
22,5670,apartment
12,5370,apartment
20,3900,apartment
24,3900,apartment
26,3900,apartment
15,5370,apartment
15,5370,apartment
25,4500,apartment
14,7200,apartment
13,4950,apartment
15,4950,apartment
17,4950,apartment
17,3900,apartment
15,5370,apartment
12,5370,apartment
22,5670,apartment
17,5670,apartment
7,4770,apartment
8,7200,apartment
8,7200,apartment
15,7200,apartment
15,4770,apartment
27,4080,apartment
15,4950,apartment
15,4950,apartment
15,4950,apartment
15,4950,apartment
23,3900,apartment
17,3900,apartment
26,3900,apartment
8,4950,apartment
13,4950,apartment
15,4950,apartment
15,5370,apartment
25,4500,apartment
20,3900,apartment
17,5670,apartment
26,5670,apartment
14,9900,apartment
14,4950,apartment
15,4950,apartment
17,4950,apartment
17,4950,apartment
15,4950,apartment
0,3600,apartment
15,14250,apartment
25,20250,apartment
25,18750,apartment
13,5670,apartment
13,3000,room
30,1470,room
9,4650,apartment
12,7770,apartment
4,2250,room
0,2850,apartment
0,2370,apartment
6,2610,apartment
12,2970,apartment
14,3750,apartment
7,2670,apartment
13,3810,apartment
13,1500,room
14,2250,room
0,6000,apartment
28,6600,apartment
0,5250,apartment
0,9030,apartment
13,2970,apartment
26,13950,apartment
28,4470,apartment
12,18000,apartment
28,12090,apartment
0,1200,room
11,3630,apartment
0,1410,room
27,4770,apartment
0,3750,apartment
0,3000,apartment
0,1770,room
0,1950,room
6,3150,apartment
0,3000,apartment
14,4500,apartment
1,1170,room
28,14550,apartment
17,5310,apartment
0,2970,apartment
26,1650,apartment
0,2490,apartment
29,2340,room
0,2400,apartment
0,1500,room
7,1800,room
13,1500,room
0,5970,apartment
0,11970,apartment
30,1500,room
26,1500,apartment
1,1350,room
29,2220,room
14,1200,room
0,1650,room
11,3540,apartment
16,13500,apartment
1,1950,apartment
0,1200,room
0,1500,room
11,3060,apartment
3,2250,room
27,1500,apartment
15,10950,apartment
25,3540,apartment
28,1500,apartment
21,1650,room
0,1200,room
27,3660,apartment
12,1200,room
28,3420,apartment
24,3600,apartment
7,3300,apartment
24,3480,apartment
19,3870,apartment
0,1950,apartment
25,4560,apartment
0,2250,apartment
27,8970,apartment
0,1500,room
0,3000,apartment
29,2970,apartment
0,1500,room
26,2940,room
0,3090,apartment
14,1620,room
5,1950,apartment
2,3900,apartment
25,1500,apartment
29,2850,apartment
14,2970,apartment
15,2970,apartment
5,5250,apartment
21,810,room
3,4140,apartment
7,1230,room
9,3930,apartment
0,1470,room
28,3900,apartment
6,5700,apartment
28,4620,apartment
25,4290,apartment
6,2400,room
2,4200,apartment
24,4560,apartment
26,4170,apartment
27,4320,apartment
0,1350,room
6,1950,room
0,1350,room
2,3600,apartment
6,3030,apartment
14,3210,apartment
27,5250,apartment
0,10500,apartment
27,1470,apartment
24,23970,apartment
21,25470,apartment
0,5550,apartment
8,4500,apartment
22,6750,apartment
26,11250,apartment
19,15000,apartment
18,28050,apartment
7,5250,apartment
14,2550,room
7,3300,room
30,8400,apartment
10,6750,room
4,1650,apartment
0,9000,apartment
4,4890,apartment
14,4770,apartment
20,4770,apartment
28,5970,apartment
5,1800,room
3,5250,apartment
5,1950,apartment
16,1980,apartment
0,26970,apartment
19,3750,apartment
23,11670,apartment
5,3120,room
27,6480,apartment
23,31800,apartment
0,1740,room
5,6000,apartment
19,5370,apartment
4,2250,room
4,2400,apartment
0,2250,room
29,24750,apartment
18,2550,apartment
0,2400,apartment
6,5400,apartment
0,2400,room
5,3750,room
6,3000,apartment
0,4950,apartment
0,1950,room
0,3450,apartment
13,38850,apartment
0,1410,room
5,4350,apartment
0,1650,room
0,1800,room
30,28500,apartment
1,2970,apartment
22,5970,apartment
14,2250,room
0,2250,room
0,4500,apartment
22,3000,room
13,5970,apartment
0,3900,room
20,5970,apartment
0,3750,apartment
0,2250,room
18,26970,apartment
21,5970,apartment
18,8970,apartment
22,12510,apartment
14,4500,apartment
13,2250,room
29,2880,apartment
0,1500,room
29,2250,room
1,2340,apartment
7,2850,apartment
18,2070,apartment
15,2670,apartment
0,6000,room
14,3900,apartment
13,3900,apartment
7,7500,room
0,12600,apartment
27,10500,apartment
0,1950,room
0,1380,apartment
29,3900,apartment
24,4380,apartment
5,1410,apartment
18,1110,room
21,3570,apartment
13,5070,apartment
0,1140,room
0,1200,room
0,1110,room
0,1800,room
0,990,room
24,6870,apartment
29,25500,apartment
0,2670,apartment
1,2970,room
21,4050,apartment
0,8610,apartment
5,3000,apartment
20,3000,apartment
26,29850,apartment
13,2790,apartment
27,28500,apartment
26,8370,apartment
0,2700,apartment
4,5970,apartment
27,2850,apartment
23,32070,apartment
27,1770,apartment
22,3570,room
1,10440,apartment
26,2070,apartment
0,7500,apartment
28,1800,apartment
11,10560,apartment
15,5940,apartment
28,5970,apartment
21,3870,room
22,5970,room
28,4200,apartment
21,2850,apartment
28,5250,apartment
13,5970,apartment
29,3750,apartment
28,1470,apartment
29,3570,apartment
24,8250,apartment
1,2970,room
21,2700,room
14,5130,apartment
0,6810,apartment
9,10500,apartment
3,3900,apartment
0,1800,room
28,3630,apartment
0,3750,apartment
2,6450,apartment
13,3300,apartment
24,8970,apartment
5,1950,room
28,3270,apartment
13,2370,apartment
29,5250,apartment
2,1800,room
28,2670,apartment
20,900,room
0,1950,room
29,1650,room
5,1920,apartment
29,3900,room
19,870,room
13,2310,room
0,13500,apartment
13,3750,apartment
12,3600,apartment
27,1950,apartment
0,1500,room
26,12000,apartment
0,6000,apartment
12,3870,apartment
15,3870,apartment
13,1770,room
13,2100,apartment
0,3000,room
14,5100,apartment
21,3720,apartment
19,4650,apartment
5,2550,apartment
26,4470,apartment
20,3870,apartment
21,7470,apartment
29,3000,apartment
26,15000,apartment
0,2970,apartment
21,15000,apartment
26,7500,apartment
26,15750,apartment
0,1350,room
0,1410,room
7,1050,room
21,750,room
14,2400,apartment
13,2700,apartment
28,4380,apartment
28,2970,apartment
14,2850,room
4,2550,room
0,2850,apartment
18,3750,apartment
13,2850,apartment
28,17970,apartment
12,2370,room
5,2250,apartment
2,2400,room
26,7200,apartment
0,2250,apartment
6,1350,room
3,6000,apartment
9,18000,apartment
0,1470,room
0,9000,apartment
21,31500,apartment
6,3000,apartment
0,3000,apartment
22,4500,apartment
5,2100,room
29,9720,apartment
10,1500,room
21,3930,apartment
27,4230,apartment
26,4350,apartment
27,5100,apartment
5,1500,room
1,3750,apartment
27,2070,apartment
27,4110,apartment
28,4050,apartment
23,4110,apartment
0,2850,room
6,3600,apartment
0,2250,room
29,2400,apartment
27,2250,apartment
24,1140,room
11,2340,apartment
22,3000,apartment
10,3330,apartment
28,3750,apartment
7,960,room
20,4170,apartment
26,5670,apartment
17,14940,apartment
7,2670,room
28,7050,apartment
16,10470,apartment
0,3600,apartment
18,2700,apartment
4,2790,apartment
29,2970,apartment
28,2970,apartment
29,2970,apartment
9,7500,apartment
22,7470,apartment
24,10950,apartment
13,2970,apartment
15,28500,apartment
6,2910,apartment
0,2850,apartment
3,870,room
9,19500,apartment
5,5220,apartment
0,3510,apartment
22,15990,apartment
0,7500,apartment
0,3300,apartment
0,3000,room
1,3810,apartment
26,11970,apartment
0,3900,apartment
0,2340,apartment
17,3390,apartment
12,4470,apartment
29,1500,room
29,5970,apartment
4,4410,apartment
30,12000,apartment
9,3570,apartment
0,5250,apartment
21,14670,apartment
6,2250,apartment
22,1650,room
14,3000,apartment
5,2850,room
23,5400,apartment
0,3300,apartment
17,13350,apartment
0,2250,room
0,4950,apartment
5,3900,apartment
0,1050,room
5,5550,apartment
28,13470,apartment
21,4050,apartment
21,16500,apartment
2,3600,apartment
1,2670,room
12,1440,room
14,2040,apartment
0,1050,room
30,1470,room
11,1950,room
12,3300,apartment
20,12240,apartment
18,3300,apartment
11,2700,apartment
27,59550,apartment
22,1470,room
6,6870,apartment
3,3750,apartment
11,8250,room
0,1350,room
7,7500,apartment
6,4170,apartment
0,3000,apartment
29,60000,apartment
6,3090,room
0,1350,room
5,3600,apartment
29,8250,apartment
27,8250,apartment
28,8550,apartment
29,7950,apartment
12,1950,room
21,4200,room
8,21540,apartment
6,4290,apartment
11,1530,room
29,13470,apartment
0,2400,room
27,13470,apartment
7,1140,room
11,20970,apartment
28,2850,apartment
12,4440,apartment
6,1650,room
0,2040,room
0,16020,apartment
29,3300,room
6,7050,apartment
4,900,room
14,3750,room
0,1050,room
0,900,room
30,8700,apartment
11,2670,apartment
18,2610,apartment
24,8970,apartment
6,2100,apartment
0,2700,room
8,2250,room
7,2970,apartment
10,3900,apartment
8,3000,apartment
25,2010,apartment
0,1500,room
0,7500,apartment
6,11250,apartment
2,1440,room
27,17220,apartment
14,5100,apartment
4,15000,apartment
29,8520,apartment
29,9450,apartment
28,2670,apartment
0,49500,apartment
7,7500,apartment
20,1170,room
0,1350,room
0,7170,apartment
28,1470,room
6,11250,apartment
30,4020,apartment
21,3090,apartment
21,2370,apartment
4,3750,apartment
20,4230,apartment
1,12000,apartment
27,22500,apartment
9,1200,room
4,1950,apartment
18,2250,apartment
20,6750,apartment
5,3210,apartment
5,2850,room
8,12000,apartment
21,5970,apartment
10,3960,apartment
5,1470,apartment
5,1800,room
5,600,room
5,600,room
5,600,room
12,11370,apartment
7,4050,apartment
7,14550,apartment
14,2700,apartment
25,2550,apartment
0,2100,room
23,5250,apartment
0,2970,apartment
0,7620,apartment
21,3930,apartment
0,4500,apartment
6,1980,apartment
3,3450,apartment
0,26400,apartment
0,8250,apartment
6,3450,apartment
8,3570,apartment
26,11250,apartment
26,8970,apartment
1,4350,apartment
27,33000,apartment
2,600,room
0,1950,apartment
20,2970,apartment
2,3900,apartment
19,4500,apartment
28,3660,apartment
1,15000,apartment
4,12000,apartment
14,7500,apartment
15,5400,apartment
7,6000,apartment
30,1500,room
22,3000,apartment
27,13770,apartment
0,780,room
30,1650,room
30,1770,room
30,9480,apartment
30,1800,room
4,2400,apartment
0,45000,apartment
27,13500,apartment
27,3600,apartment
26,18000,apartment
0,2850,room
4,11250,apartment
14,2250,room
7,3420,apartment
5,2250,room
5,2250,apartment
0,4500,apartment
28,2670,apartment
0,3450,room
13,3000,room
4,6930,apartment
30,3750,room
25,3990,apartment
14,9000,apartment
29,12000,room
0,4500,apartment
30,5970,apartment
0,2070,apartment
13,6000,apartment
3,3720,room
11,3450,apartment
23,5550,apartment
27,3450,apartment
29,6000,apartment
0,7770,apartment
14,9000,apartment
14,2850,apartment
29,1680,room
4,2850,room
0,2700,apartment
0,34500,apartment
27,5550,apartment
0,3750,apartment
0,3000,apartment
14,2820,apartment
10,3870,apartment
0,2970,room
0,1350,room
0,3450,room
14,12000,apartment
27,9000,apartment
24,12150,apartment
0,2700,room
29,1800,room
0,1470,room
7,11970,apartment
10,2970,apartment
0,1230,room
0,1800,room
9,8250,apartment
7,7500,apartment
0,2880,apartment
0,2250,apartment
14,27900,apartment
30,4050,apartment
23,4050,apartment
4,2850,apartment
6,5970,apartment
0,6000,apartment
13,9540,apartment
0,3000,apartment
0,8910,apartment
30,9000,room
0,36000,apartment
14,3420,room
0,1290,room
7,3900,apartment
8,9000,apartment
20,3600,apartment
27,10500,apartment
5,6000,apartment
24,4500,apartment
16,6300,room
26,8370,apartment
14,2970,apartment
7,17250,apartment
0,2700,room
13,2100,room
30,3810,apartment
0,6000,apartment
0,15000,apartment
7,3000,room
28,10500,apartment
3,4470,apartment
6,7470,apartment
9,2970,apartment
29,84000,apartment
6,1050,room
21,2850,apartment
4,5670,apartment
0,3180,apartment
14,19500,apartment
19,9840,apartment
18,10980,apartment
14,23850,apartment
19,1500,room
17,3750,apartment
7,1770,apartment
11,3210,apartment
19,11970,apartment
0,15000,apartment
6,2820,apartment
14,2250,room
12,13500,apartment
0,2250,apartment
27,4170,apartment
24,5070,apartment
21,5700,apartment
28,2370,apartment
2,3600,apartment
28,13500,apartment
4,3300,apartment
2,1500,room
6,30000,apartment
10,3900,apartment
7,4650,apartment
1,3870,apartment
2,2430,apartment
7,1650,apartment
6,1770,room
14,1200,room
21,6000,apartment
22,28500,apartment
16,9300,apartment
1,2370,apartment
13,2700,room
29,6870,apartment
2,3090,apartment
0,2460,apartment
29,6000,apartment
2,4350,apartment
0,8970,apartment
0,10950,apartment
6,3300,room
1,2670,room
26,24750,apartment
9,2970,room
23,7110,apartment
27,8970,apartment
23,6810,apartment
17,5850,apartment
0,18000,apartment
4,3300,apartment
0,1350,room
13,1800,room
21,4050,room
0,900,room
13,4470,apartment
14,5370,apartment
7,5370,apartment
13,5370,apartment
13,5490,apartment
0,3750,room
28,14970,apartment
29,9000,apartment
13,5250,apartment
0,2970,room
2,1350,room
0,3750,room
1,1080,room
24,11970,apartment
2,3000,apartment
22,2970,apartment
29,2670,apartment
0,6000,apartment
4,1200,room
0,4350,apartment
5,7470,apartment
28,13500,apartment
28,13500,apartment
6,14970,apartment
24,22500,apartment
19,9810,apartment
8,3270,apartment
0,1260,room
26,2970,apartment
4,1650,room
29,37080,apartment
11,6000,apartment
0,9000,apartment
7,2550,apartment
7,2970,apartment
0,4050,apartment
0,3720,apartment
27,2970,room
0,3570,apartment
22,8790,apartment
8,2550,apartment
29,4500,apartment
30,1290,room
0,2250,room
6,5550,apartment
5,4770,apartment
0,2250,room
21,12000,apartment
29,2340,room
7,3870,apartment
13,2250,room
28,3570,apartment
4,7500,apartment
7,1320,room
7,33000,apartment
28,8400,apartment
7,3000,room
29,1110,room
6,3450,room
6,1500,room
0,10500,apartment
0,7470,apartment
11,3000,apartment
6,1800,room
4,5970,apartment
6,7500,apartment
5,3600,apartment
0,4800,apartment
30,9000,apartment
7,4650,apartment
0,5250,apartment
0,30000,apartment
29,4500,apartment
0,1200,room
11,2970,apartment
3,6000,apartment
14,3000,room
6,7200,apartment
8,4500,apartment
28,6750,apartment
15,10500,apartment
1,9750,apartment
0,5970,apartment
0,6750,apartment
6,1800,room
2,11700,apartment
11,2250,apartment
5,7500,apartment
22,5580,apartment
14,2700,apartment
0,3210,apartment
4,11970,apartment
9,3540,apartment
21,2250,room
5,9000,apartment
0,3000,apartment
14,2970,apartment
16,5070,apartment
18,4350,apartment
17,3750,apartment
25,7500,apartment
0,3570,room
20,4500,apartment
22,6000,apartment
9,2820,apartment
30,11700,apartment
10,4260,apartment
0,1200,room
20,7800,apartment
8,7500,apartment
13,4560,apartment
7,29970,apartment
8,15000,apartment
4,3000,apartment
5,4470,apartment
24,8280,apartment
7,5670,room
9,3900,apartment
0,3720,apartment
0,4770,apartment
25,2100,apartment
0,1050,room
4,2550,apartment
5,2940,apartment
5,3000,apartment
0,150000,apartment
7,8550,apartment
0,2250,room
12,4800,apartment
23,5250,apartment
22,5250,apartment
21,6900,apartment
3,3270,apartment
3,3870,apartment
25,7200,apartment
23,15600,apartment
14,870,room
0,7200,apartment
0,4200,apartment
12,5550,apartment
6,2670,apartment
10,2850,apartment
4,3000,apartment
4,3750,apartment
18,7500,apartment
18,5970,apartment
30,6960,apartment
9,5250,apartment
9,27000,apartment
9,15750,apartment
9,15750,apartment
4,3660,apartment
23,24870,apartment
1,4500,apartment
0,4500,apartment
0,15000,apartment
13,2130,apartment
0,5970,apartment
0,3000,apartment
30,1950,room
0,2100,room
3,3300,apartment
30,11700,apartment
0,7500,apartment
10,2100,room
26,7200,apartment
7,4500,apartment
9,2640,room
29,2700,room
0,3750,apartment
22,3300,apartment
25,5700,apartment
0,3000,apartment
30,16500,apartment
17,1170,room
5,3300,apartment
23,12300,apartment
25,14940,apartment
25,2040,apartment
26,8850,apartment
10,3300,apartment
7,5700,apartment
5,2070,room
29,10500,apartment
3,3750,apartment
0,4350,room
27,4950,apartment
13,3750,apartment
12,5400,apartment
12,5250,apartment
18,6750,apartment
7,1500,apartment
27,5850,apartment
6,3000,apartment
27,12000,apartment
0,3600,apartment
6,14970,apartment
7,4800,apartment
21,3450,apartment
25,16410,apartment
7,4500,apartment
25,3900,apartment
28,4350,apartment
28,10350,apartment
14,1950,room
0,3570,apartment
0,4500,apartment
1,11130,apartment
0,1350,room
24,5250,apartment
12,4470,apartment
28,2100,apartment
19,17850,apartment
9,2670,apartment
2,2550,apartment
12,2670,apartment
29,4050,apartment
21,4200,apartment
29,15750,apartment
29,2670,apartment
2,3000,apartment
20,8250,apartment
26,2670,apartment
3,3570,apartment
4,3570,apartment
4,3870,apartment
3,2400,apartment
3,3870,apartment
0,4470,room
12,3390,apartment
14,2970,apartment
1,5670,apartment
28,10500,room
19,10500,apartment
6,3000,apartment
5,2670,room
25,2400,apartment
30,6000,room
0,2100,room
22,9000,apartment
0,1650,room
12,12750,apartment
28,4950,apartment
14,5250,apartment
25,18750,apartment
0,7350,apartment
0,2250,room
0,1500,room
0,12000,apartment
0,24000,apartment
15,6450,apartment
14,1800,room
5,3600,apartment
5,1920,room
4,2190,apartment
12,3000,apartment
3,11610,apartment
17,5850,apartment
19,11730,apartment
0,5970,room
0,4770,apartment
7,3750,apartment
27,2970,apartment
27,20970,apartment
5,6750,apartment
0,2370,room
11,1770,room
21,2550,apartment
0,2850,apartment
0,1320,room
1,16350,apartment
28,9090,apartment
28,4560,apartment
14,9000,apartment
0,1950,room
5,4770,room
30,3720,apartment
28,10470,apartment
0,2250,apartment
30,4860,apartment
0,5970,apartment
9,2700,room
18,4500,apartment
2,3120,room
0,2100,apartment
25,1950,room
7,2400,room
29,4050,apartment
7,29970,apartment
5,2970,apartment
6,8970,apartment
28,8250,apartment
0,7320,apartment
27,5250,apartment
0,1260,room
3,2400,apartment
4,2250,apartment
25,3810,apartment
26,4920,apartment
26,3810,apartment
27,14370,apartment
6,2700,apartment
27,3900,apartment
5,1860,room
25,4560,apartment
27,4020,apartment
28,4110,apartment
24,5220,apartment
26,4260,apartment
0,1860,room
23,3690,apartment
28,4140,apartment
8,2100,room
26,4110,apartment
0,3300,apartment
11,2550,room
6,5070,apartment
14,2070,room
0,4500,apartment
2,4110,apartment
0,6750,apartment
30,79500,apartment
0,6000,apartment
7,960,room
13,3480,apartment
1,2310,apartment
26,16800,apartment
30,15000,apartment
29,6000,apartment
23,45000,apartment
9,3870,apartment
4,1170,room
29,8070,apartment
4,32250,apartment
13,2460,apartment
1,5370,room
2,7500,apartment
6,1800,room
26,5250,apartment
0,2370,room
14,4650,apartment
11,4500,apartment
21,27000,apartment
6,12330,apartment
26,3600,apartment
29,210000,apartment
30,2970,room
4,3750,apartment
6,2100,room
29,3270,room
0,4050,apartment
14,5700,apartment
29,1500,room
0,5370,apartment
3,2070,room
18,2670,apartment
26,14550,apartment
0,1770,room
0,4800,apartment
11,6000,apartment
25,29970,apartment
12,7500,apartment
0,2100,room
0,3750,apartment
10,4770,apartment
19,1770,room
24,37500,apartment
3,540,room
29,5100,apartment
0,1950,room
18,1800,apartment
0,4170,apartment
27,17850,apartment
7,1350,room
0,2970,apartment
6,3000,room
0,2250,apartment
14,1710,room
0,1500,room
11,4110,apartment
18,7200,apartment
21,4050,apartment
29,2670,apartment
0,2550,apartment
28,12330,apartment
10,5100,apartment
3,3600,apartment
0,1350,room
5,5250,apartment
7,5100,room
18,23970,apartment
6,13500,apartment
0,3210,apartment
3,1710,room
28,3000,apartment
25,15000,apartment
27,14850,apartment
4,2970,apartment
15,2850,apartment
0,0,apartment
27,5820,apartment
3,8880,apartment
0,1680,room
28,14850,apartment
29,11850,apartment
28,4110,apartment
0,1650,room
2,3870,room
0,7470,apartment
14,6000,apartment
1,2100,room
4,1350,room
30,6000,apartment
7,1170,room
0,1950,room
0,1950,apartment
1,1500,room
0,1350,room
0,3000,room
14,1350,room
6,3210,apartment
8,1470,room
23,1410,room
7,3600,apartment
29,1650,apartment
2,9000,apartment
15,6000,apartment
29,3900,apartment
12,4920,apartment
13,3630,apartment
4,3000,apartment
0,4770,apartment
9,15660,apartment
14,7470,room
14,1140,room
5,2400,room
0,5700,apartment
8,2460,apartment
0,1500,room
0,2640,room
7,2010,apartment
20,3750,apartment
0,2400,room
6,2610,apartment
0,4500,apartment
27,4080,apartment
0,2160,apartment
23,1500,room
4,4950,apartment
0,4950,apartment
0,6600,apartment
28,5070,apartment
7,1200,room
6,4200,apartment
7,3840,room
6,9300,apartment
0,5250,apartment
24,4500,apartment
1,30000,apartment
28,2670,apartment
0,1890,room
14,9000,apartment
27,8970,apartment
29,15000,apartment
0,2100,room
6,2700,room
27,16500,apartment
25,14250,apartment
0,2100,apartment
0,1650,room
23,6060,apartment
3,7290,apartment
0,6000,apartment
0,2610,room
20,3000,apartment
3,4140,apartment
29,9870,apartment
1,10500,apartment
0,1470,room
5,1050,room
11,16050,apartment
29,10470,apartment
9,4800,apartment
0,3600,apartment
0,1650,room
0,7470,apartment
0,2010,apartment
20,18000,apartment
6,8520,apartment
0,2250,room
23,990,room
27,990,room
14,990,room
16,19500,apartment
29,1650,apartment
0,3870,apartment
6,8940,apartment
7,3750,apartment
5,4110,apartment
30,7050,apartment
30,7200,apartment
4,2970,apartment
30,1650,apartment
0,3600,room
13,5370,apartment
13,11670,apartment
30,8250,apartment
19,8970,apartment
0,1500,room
6,4350,apartment
4,2670,apartment
6,1650,room
30,2250,room
0,2460,apartment
12,4050,apartment
4,2970,room
0,1710,room
0,9000,apartment
20,5970,apartment
28,11850,apartment
2,900,room
30,6510,apartment
0,3090,apartment
4,5070,apartment
2,990,room
27,14460,apartment
7,3600,apartment
14,5970,apartment
0,3150,apartment
29,2670,apartment
6,2250,room
14,5700,apartment
0,6750,apartment
27,4710,apartment
9,10980,apartment
5,3300,apartment
1,5400,apartment
13,5550,apartment
17,2850,apartment
9,5250,apartment
0,5250,apartment
29,15000,apartment
1,2970,apartment
0,2970,apartment
0,5250,apartment
3,3900,apartment
26,1650,apartment
4,1710,room
0,6000,apartment
0,3900,apartment
25,4770,apartment
22,2640,apartment
0,5250,apartment
13,3150,apartment
6,4950,apartment
30,3900,apartment
5,2310,room
6,3000,apartment
0,10500,apartment
0,29970,apartment
14,7470,apartment
0,29970,apartment
0,29970,apartment
27,2100,room
14,1350,room
0,4350,apartment
0,2250,room
0,6750,apartment
10,7500,apartment
4,4470,room
0,5670,apartment
0,1800,room
28,9750,apartment
4,7500,apartment
9,5670,apartment
4,1770,room
10,2250,apartment
6,12750,apartment
0,5070,apartment
0,2250,room
4,2970,apartment
8,4500,apartment
29,1650,apartment
29,2310,apartment
26,6000,apartment
28,17850,apartment
0,30000,apartment
7,2850,apartment
16,14850,apartment
13,6000,apartment
26,14580,apartment
27,4950,apartment
0,1800,room
27,1650,room
30,7500,room
0,2550,room
28,2550,room
17,4470,apartment
5,2550,apartment
3,1410,room
21,3600,apartment
25,13860,apartment
11,5790,apartment
14,13500,apartment
0,1950,room
7,13500,apartment
20,2670,apartment
6,6300,apartment
6,2070,room
22,5970,apartment
18,18000,apartment
6,2400,apartment
0,1800,room
12,4950,apartment
0,22500,apartment
7,2340,apartment
21,10500,apartment
4,11670,apartment
18,53970,apartment
8,4110,apartment
12,4500,apartment
25,2370,room
29,75000,room
0,2250,apartment
5,3750,apartment
9,1050,room
7,3750,room
14,4140,apartment
0,15630,apartment
0,6000,apartment
4,870,room
11,4380,apartment
0,12000,apartment
29,6300,room
0,7500,apartment
30,6450,room
27,5400,apartment
5,1500,apartment
20,3810,apartment
3,1860,apartment
5,3000,room
0,19500,apartment
28,20850,apartment
0,5250,apartment
28,11970,apartment
1,20850,apartment
11,3600,room
0,6600,apartment
0,4470,room
30,3450,apartment
29,1500,room
30,2490,room
10,5520,apartment
12,4920,apartment
0,8970,apartment
30,1650,apartment
2,1800,room
10,13500,apartment
0,11970,apartment
14,5250,apartment
30,4500,room
0,6750,apartment
10,2820,apartment
11,4500,apartment
2,4170,apartment
29,2850,room
9,1500,apartment
18,3870,apartment
0,2400,room
6,1140,room
0,3000,apartment
7,2670,apartment
0,4500,room
2,8850,apartment
19,4200,apartment
15,13500,apartment
6,2670,apartment
0,4950,apartment
28,3270,apartment
0,5550,apartment
13,7350,apartment
6,2550,room
5,1500,room
0,2100,room
0,30000,apartment
30,15000,room
13,2970,apartment
13,3000,apartment
14,3600,room
22,13500,apartment
23,3720,apartment
27,7500,apartment
7,2010,apartment
26,11220,apartment
2,3300,apartment
2,2970,room
29,34500,apartment
